,time,lat,lon,pressure,temperature,salinity,doxy,chla,bbp700
18303,2019-10-22 15:43:31.999994,18.713684,69.035515,599.44,11.854394,35.66686,3.2258186,0.0936,0.00053916074
18329,2019-10-22 15:43:31.999994,18.713684,69.035515,648.38,11.362132,35.625687,3.2764595,0.0792,0.00034816132
18355,2019-10-22 15:43:31.999994,18.713684,69.035515,699.71,10.923172,35.582172,3.3878877,0.0864,0.0006271215
18381,2019-10-22 15:43:31.999994,18.713684,69.035515,749.27,10.528795,35.547005,3.4236572,0.0864,0.00052509736
18407,2019-10-22 15:43:31.999994,18.713684,69.035515,799.46,10.256947,35.53148,3.5273175,0.0936,0.00030888035
18433,2019-10-22 15:43:31.999994,18.713684,69.035515,849.26,9.822867,35.483017,4.327053,0.0864,0.00041000426
18459,2019-10-22 15:43:31.999994,18.713684,69.035515,899.69,9.477685,35.455982,5.213242,0.0864,0.00044769788
18485,2019-10-22 15:43:31.999994,18.713684,69.035515,949.52,9.029198,35.412098,6.872027,0.1008,0.00047256812
18511,2019-10-22 15:43:31.999994,18.713684,69.035515,999.15,8.702217,35.377655,8.543191,0.0792,0.00043407714
18536,2019-10-22 15:43:31.999994,18.713684,69.035515,1047.9,8.309417,35.337433,11.084079,0.1008,0.00048438268
18563,2019-10-22 15:43:31.999994,18.713684,69.035515,1099.53,7.9820576,35.30178,13.963169,0.0936,0.00042047183
18588,2019-10-22 15:43:31.999994,18.713684,69.035515,1146.46,7.65489,35.268597,17.028587,0.0936,0.004852291
18615,2019-10-22 15:43:31.999994,18.713684,69.035515,1199.56,7.338222,35.235638,20.451286,0.0864,0.00041961836
18641,2019-10-22 15:43:31.999994,18.713684,69.035515,1249.38,7.0813932,35.211834,21.497583,0.0864,0.00041926804
18667,2019-10-22 15:43:31.999994,18.713684,69.035515,1299.8,6.829999,35.188793,24.38859,0.1008,0.00045700895
18693,2019-10-22 15:43:31.999994,18.713684,69.035515,1349.49,6.504246,35.156647,28.80359,0.0936,0.0004184355
18718,2019-10-22 15:43:31.999994,18.713684,69.035515,1396.15,6.184239,35.125137,33.45156,0.0792,0.00044337753
18770,2019-10-22 15:43:31.999994,18.713684,69.035515,1499.37,5.546997,35.063095,45.85083,0.0936,0.00041700943
18821,2019-10-22 15:43:31.999994,18.713684,69.035515,1599.69,4.908657,35.00375,59.006634,0.0792,0.00041600253
18872,2019-10-22 15:43:31.999994,18.713684,69.035515,1699.71,4.3871017,34.95696,71.465576,0.0792,0.00044054785
18923,2019-10-22 15:43:31.999994,18.713684,69.035515,1799.28,3.9468508,34.917233,83.66801,0.0936,0.00040169357
18974,2019-10-22 15:43:31.999994,18.713684,69.035515,1899.61,3.5614898,34.88499,94.18332,0.0792,0.000502607
19022,2019-10-22 15:43:31.999994,18.713684,69.035515,1998.1,3.2159,34.852,106.824936,0.0864,0.0003750022
19029,2019-11-01 15:34:00.999994,18.730846,68.988152,9.18,27.97858,36.5359,236.80544,1.0872,0.0016635384
19031,2019-11-01 15:34:00.999994,18.730846,68.988152,11.65,27.980125,36.5359,236.40074,1.1088,0.001625438
19036,2019-11-01 15:34:00.999994,18.730846,68.988152,19.49,27.871561,36.53709,232.86496,1.0584,0.0015365476
19040,2019-11-01 15:34:00.999994,18.730846,68.988152,23.99,27.71653,36.541405,229.06934,1.08,0.0014095554
19043,2019-11-01 15:34:00.999994,18.730846,68.988152,28.68,27.637442,36.541477,225.89647,1.08,0.0013841366
19047,2019-11-01 15:34:00.999994,18.730846,68.988152,34.28,27.578873,36.540054,220.19296,0.9,0.0009650481
19049,2019-11-01 15:34:00.999994,18.730846,68.988152,36.94,27.570822,36.53999,218.50812,0.8496,0.000952352
19053,2019-11-01 15:34:00.999994,18.730846,68.988152,42.98,27.57478,36.543255,214.6768,0.5544,0.00077454624
19056,2019-11-01 15:34:00.999994,18.730846,68.988152,47.82,27.556498,36.5384,211.35231,0.4752,0.0009396554
19060,2019-11-01 15:34:00.999994,18.730846,68.988152,53.08,27.49866,36.52469,207.34131,0.4032,0.0006856888
19067,2019-11-01 15:34:00.999994,18.730846,68.988152,65.74,24.66894,36.451702,122.55009,0.2808,0.000596688
19075,2019-11-01 15:34:00.999994,18.730846,68.988152,78.55,24.122599,36.450993,112.56042,0.2304,0.00050769415
19081,2019-11-01 15:34:00.999994,18.730846,68.988152,89.78,23.748055,36.4462,99.12272,0.1584,0.00053300796
19087,2019-11-01 15:34:00.999994,18.730846,68.988152,99.46,22.9263,36.361435,68.993286,0.072,0.00049488526
19093,2019-11-01 15:34:00.999994,18.730846,68.988152,109.34,22.245935,36.262947,45.95709,0.0504,0.00036785877
19099,2019-11-01 15:34:00.999994,18.730846,68.988152,118.95,21.656118,36.18545,32.44402,0.0504,0.00036781543
19105,2019-11-01 15:34:00.999994,18.730846,68.988152,129.2,21.16144,36.11791,20.801884,0.0576,0.00038045703
19111,2019-11-01 15:34:00.999994,18.730846,68.988152,138.57,20.267155,36.007847,8.969741,0.0648,0.0003294685
19117,2019-11-01 15:34:00.999994,18.730846,68.988152,149.62,19.08838,35.885277,2.7579532,0.072,0.00035450087
19123,2019-11-01 15:34:00.999994,18.730846,68.988152,159.4,18.487617,35.830933,2.6889267,0.072,0.00040506443
19129,2019-11-01 15:34:00.999994,18.730846,68.988152,169.52,18.08563,35.851273,2.691114,0.072,0.00056986464
19135,2019-11-01 15:34:00.999994,18.730846,68.988152,178.18,17.434696,35.820183,2.7349513,0.0864,0.0007853743
19141,2019-11-01 15:34:00.999994,18.730846,68.988152,189.64,17.14829,35.893112,2.743765,0.0936,0.00095009245
19146,2019-11-01 15:34:00.999994,18.730846,68.988152,197.24,16.989895,35.888622,2.7637467,0.0864,0.0009118905
19158,2019-11-01 15:34:00.999994,18.730846,68.988152,218.53,16.237837,35.876297,2.812681,0.0864,0.0011272414
19169,2019-11-01 15:34:00.999994,18.730846,68.988152,239.9,15.479449,35.8139,2.8770952,0.1008,0.0012664341
19180,2019-11-01 15:34:00.999994,18.730846,68.988152,259.6,15.216859,35.838657,2.8809338,0.0792,0.0010121467
19191,2019-11-01 15:34:00.999994,18.730846,68.988152,279.18,14.962548,35.867912,2.8899763,0.0936,0.0009356511
19202,2019-11-01 15:34:00.999994,18.730846,68.988152,298.71,14.422978,35.807774,2.9131827,0.1008,0.0008209882
19211,2019-11-01 15:34:00.999994,18.730846,68.988152,315.26,14.088523,35.766827,2.9438643,0.1008,0.00064295146
19224,2019-11-01 15:34:00.999994,18.730846,68.988152,338.5,13.791513,35.757767,2.9684157,0.1008,0.000680771
19235,2019-11-01 15:34:00.999994,18.730846,68.988152,359.58,13.496603,35.722275,3.0072877,0.0936,0.0005916554
19246,2019-11-01 15:34:00.999994,18.730846,68.988152,379.53,13.258986,35.706688,3.0385976,0.0792,0.00061684084
19257,2019-11-01 15:34:00.999994,18.730846,68.988152,398.88,13.198178,35.72613,3.0496337,0.0864,0.00052783784
19283,2019-11-01 15:34:00.999994,18.730846,68.988152,449.72,13.001735,35.75656,3.0867355,0.1008,0.00057834905
19309,2019-11-01 15:34:00.999994,18.730846,68.988152,499.52,12.562307,35.727192,3.1313362,0.0936,0.00040012944
19334,2019-11-01 15:34:00.999994,18.730846,68.988152,546.56,12.21839,35.704533,3.185494,0.0864,0.00039979306
19361,2019-11-01 15:34:00.999994,18.730846,68.988152,599.65,11.689238,35.647507,3.2496998,0.0864,0.00034850792
19386,2019-11-01 15:34:00.999994,18.730846,68.988152,646.75,11.328028,35.612564,3.361669,0.0864,0.00034815056
19413,2019-11-01 15:34:00.999994,18.730846,68.988152,699.51,10.922914,35.58381,3.380645,0.0792,0.0003223151
19439,2019-11-01 15:34:00.999994,18.730846,68.988152,749.22,10.608241,35.556324,3.4463117,0.0864,0.00033468162
19465,2019-11-01 15:34:00.999994,18.730846,68.988152,799.6,10.254045,35.525524,3.5480418,0.0936,0.00042318713
19491,2019-11-01 15:34:00.999994,18.730846,68.988152,849.59,9.803815,35.482056,4.4473433,0.0936,0.00038458395
19517,2019-11-01 15:34:00.999994,18.730846,68.988152,899.75,9.363596,35.442665,5.6044602,0.0864,0.0003713707
19543,2019-11-01 15:34:00.999994,18.730846,68.988152,949.32,9.006908,35.407104,6.772819,0.0864,0.00045984544
19569,2019-11-01 15:34:00.999994,18.730846,68.988152,998.65,8.669637,35.37478,8.576038,0.0936,0.0009039294
19595,2019-11-01 15:34:00.999994,18.730846,68.988152,1049.76,8.325767,35.3396,10.934675,0.0936,0.00052250555
19621,2019-11-01 15:34:00.999994,18.730846,68.988152,1099.46,8.013113,35.305878,13.502298,0.0936,0.0004840155
19647,2019-11-01 15:34:00.999994,18.730846,68.988152,1149.66,7.6974688,35.272717,16.692163,0.1008,0.0004073968
19671,2019-11-01 15:34:00.999994,18.730846,68.988152,1195.1,7.4275002,35.24406,19.763424,0.0864,0.000457845
19699,2019-11-01 15:34:00.999994,18.730846,68.988152,1249.51,7.0441723,35.20752,22.651424,0.0936,0.0005208077
19725,2019-11-01 15:34:00.999994,18.730846,68.988152,1299.34,6.7317543,35.1755,26.627674,0.0864,0.00044417861
19751,2019-11-01 15:34:00.999994,18.730846,68.988152,1349.58,6.3714776,35.1404,31.384012,0.1008,0.00045635295
19777,2019-11-01 15:34:00.999994,18.730846,68.988152,1398.55,6.0654917,35.11164,36.136395,0.0792,0.00040510762
19828,2019-11-01 15:34:00.999994,18.730846,68.988152,1499.54,5.470309,35.053173,48.276875,0.0864,0.00042960618
19879,2019-11-01 15:34:00.999994,18.730846,68.988152,1599.49,4.8484263,34.995796,61.832882,0.0936,0.00041592098
19930,2019-11-01 15:34:00.999994,18.730846,68.988152,1699.74,4.3253655,34.950806,73.29884,0.0864,0.0004023374
19980,2019-11-01 15:34:00.999994,18.730846,68.988152,1797.61,3.879861,34.91217,84.89799,0.0864,0.00052856945
20032,2019-11-01 15:34:00.999994,18.730846,68.988152,1899.8,3.528605,34.882057,95.010185,0.0864,0.0003882555
20078,2019-11-01 15:34:00.999994,18.730846,68.988152,1992.86,3.2157,34.8527,106.73663,0.0792,0.0004003997
20084,2019-11-11 15:36:20.000004,18.681469,69.117805,5.97,28.1551,36.1,233.08167,0.1872,0.0013977814
20088,2019-11-11 15:36:20.000004,18.681469,69.117805,14.01,28.0652,36.0952,233.23413,0.2016,0.0014993955
20091,2019-11-11 15:36:20.000004,18.681469,69.117805,19.39,28.018942,36.08899,233.51385,0.2736,0.0015629099
20094,2019-11-11 15:36:20.000004,18.681469,69.117805,23.79,27.86876,36.049606,234.98167,0.36,0.0022995882
20098,2019-11-11 15:36:20.000004,18.681469,69.117805,29.22,27.501097,35.939625,229.67506,0.5688,0.00155056
20102,2019-11-11 15:36:20.000004,18.681469,69.117805,34.57,27.132126,35.9285,211.96964,0.648,0.0012838821
20105,2019-11-11 15:36:20.000004,18.681469,69.117805,38.66,26.747908,35.899323,196.54558,0.468,0.0015633389
20108,2019-11-11 15:36:20.000004,18.681469,69.117805,42.84,26.318542,35.8598,178.85252,0.3384,0.000890302
20112,2019-11-11 15:36:20.000004,18.681469,69.117805,49.83,26.076996,35.8573,161.48714,0.2448,0.0009156907
20114,2019-11-11 15:36:20.000004,18.681469,69.117805,51.19,26.045162,35.85845,158.49535,0.2448,0.00085218245
20124,2019-11-11 15:36:20.000004,18.681469,69.117805,69.11,25.590563,35.854713,122.17564,0.2664,0.0010299423
20130,2019-11-11 15:36:20.000004,18.681469,69.117805,78.36,24.74566,35.806923,80.50913,0.2232,0.0007251123
20135,2019-11-11 15:36:20.000004,18.681469,69.117805,87.81,24.269543,35.929585,86.57605,0.1872,0.0006232629
20142,2019-11-11 15:36:20.000004,18.681469,69.117805,99.89,22.195482,35.641613,44.303288,0.144,0.001067793
20148,2019-11-11 15:36:20.000004,18.681469,69.117805,109.45,22.643406,35.99295,54.910896,0.1224,0.0008130648
20154,2019-11-11 15:36:20.000004,18.681469,69.117805,118.03,22.79926,36.16492,65.02893,0.1008,0.0005079573
20159,2019-11-11 15:36:20.000004,18.681469,69.117805,127.31,22.493631,36.261646,43.537544,0.0504,0.0004187529
20166,2019-11-11 15:36:20.000004,18.681469,69.117805,139.53,20.943012,36.03384,17.166986,0.0648,0.00040593592
20171,2019-11-11 15:36:20.000004,18.681469,69.117805,147.73,20.69498,35.998325,13.158454,0.0576,0.00049480994
20177,2019-11-11 15:36:20.000004,18.681469,69.117805,157.19,19.977669,35.920444,4.05315,0.0576,0.00035493984
20184,2019-11-11 15:36:20.000004,18.681469,69.117805,168.87,19.320734,35.85264,3.2889636,0.072,0.00034201302
20190,2019-11-11 15:36:20.000004,18.681469,69.117805,179.36,18.518728,35.764404,2.690056,0.072,0.0005830172
20196,2019-11-11 15:36:20.000004,18.681469,69.117805,189.71,17.902792,35.73918,2.6928387,0.072,0.00068428175
20202,2019-11-11 15:36:20.000004,18.681469,69.117805,199.87,17.007488,35.73871,2.775609,0.0864,0.0008868444
20212,2019-11-11 15:36:20.000004,18.681469,69.117805,216.99,16.866245,35.957035,2.7671442,0.0864,0.00091164344
20224,2019-11-11 15:36:20.000004,18.681469,69.117805,238.93,16.157763,35.96067,2.7992275,0.0864,0.0008475797
20235,2019-11-11 15:36:20.000004,18.681469,69.117805,259.78,15.24854,35.901318,2.8777277,0.0792,0.00093582965
20246,2019-11-11 15:36:20.000004,18.681469,69.117805,279.67,14.846694,35.882156,2.8823023,0.0864,0.0007831103
20257,2019-11-11 15:36:20.000004,18.681469,69.117805,299.18,14.294402,35.790234,2.905374,0.0864,0.0006938867
20266,2019-11-11 15:36:20.000004,18.681469,69.117805,314.38,14.126419,35.78765,2.9404967,0.0864,0.00071913854
20278,2019-11-11 15:36:20.000004,18.681469,69.117805,336.27,13.871144,35.775517,2.965196,0.0864,0.0006300143
20290,2019-11-11 15:36:20.000004,18.681469,69.117805,359.53,13.490566,35.718983,3.0002744,0.0936,0.0005281581
20301,2019-11-11 15:36:20.000004,18.681469,69.117805,379.17,13.34122,35.721222,3.0226634,0.0864,0.000578798
20312,2019-11-11 15:36:20.000004,18.681469,69.117805,398.55,13.26403,35.729687,3.0365558,0.1008,0.0005151953
20338,2019-11-11 15:36:20.000004,18.681469,69.117805,449.68,12.848554,35.709656,3.085534,0.0792,0.00040049362
20364,2019-11-11 15:36:20.000004,18.681469,69.117805,499.65,12.385757,35.68075,3.2137434,0.0864,0.00037464953
20390,2019-11-11 15:36:20.000004,18.681469,69.117805,549.51,12.09732,35.661793,3.4403436,0.0864,0.00037436024
20416,2019-11-11 15:36:20.000004,18.681469,69.117805,599.57,11.830523,35.654404,3.24503,0.0792,0.00034866534
20441,2019-11-11 15:36:20.000004,18.681469,69.117805,646.6,11.44694,35.626724,3.284749,0.0936,0.00033557633
20468,2019-11-11 15:36:20.000004,18.681469,69.117805,699.56,11.0478325,35.59523,3.325776,0.1008,0.00033514708
20494,2019-11-11 15:36:20.000004,18.681469,69.117805,749.41,10.639896,35.55489,3.4457257,0.0792,0.00032202466
20520,2019-11-11 15:36:20.000004,18.681469,69.117805,799.75,10.303812,35.525837,3.8650234,0.072,0.0003216589
20546,2019-11-11 15:36:20.000004,18.681469,69.117805,849.51,9.834199,35.484074,4.4854164,0.0864,0.00037192815
20572,2019-11-11 15:36:20.000004,18.681469,69.117805,899.62,9.420503,35.44765,5.339612,0.0864,0.0004222365
20598,2019-11-11 15:36:20.000004,18.681469,69.117805,949.77,9.140563,35.421227,6.4399567,0.0864,0.00047270537
20624,2019-11-11 15:36:20.000004,18.681469,69.117805,998.17,8.785698,35.38754,7.8587117,0.0864,0.00042147242
20650,2019-11-11 15:36:20.000004,18.681469,69.117805,1049.76,8.3695,35.344254,10.6982975,0.0936,0.00054795475
20676,2019-11-11 15:36:20.000004,18.681469,69.117805,1099.4,8.065127,35.31175,13.062281,0.0864,0.00043327408
20700,2019-11-11 15:36:20.000004,18.681469,69.117805,1145.36,7.7479506,35.277916,16.728468,0.0792,0.00049636787
20728,2019-11-11 15:36:20.000004,18.681469,69.117805,1199.56,7.3891397,35.240295,20.154531,0.0864,0.0004323911
20754,2019-11-11 15:36:20.000004,18.681469,69.117805,1249.41,7.0590086,35.20766,23.43716,0.0936,0.00044464346
20780,2019-11-11 15:36:20.000004,18.681469,69.117805,1299.75,6.706171,35.17206,27.435896,0.0936,0.00043144776
20806,2019-11-11 15:36:20.000004,18.681469,69.117805,1349.21,6.4812846,35.15237,29.709173,0.0792,0.00040571525
20832,2019-11-11 15:36:20.000004,18.681469,69.117805,1399.88,6.138648,35.117672,35.695194,0.0792,0.0004560141
20883,2019-11-11 15:36:20.000004,18.681469,69.117805,1499.41,5.619511,35.069267,44.851143,0.0864,0.00045522916
20934,2019-11-11 15:36:20.000004,18.681469,69.117805,1599.62,4.990854,35.011124,57.469368,0.0864,0.00046693638
20985,2019-11-11 15:36:20.000004,18.681469,69.117805,1699.84,4.3723164,34.95457,73.59368,0.0936,0.00054211944
21036,2019-11-11 15:36:20.000004,18.681469,69.117805,1798.87,3.899661,34.913242,85.02465,0.0792,0.00040161252
21087,2019-11-11 15:36:20.000004,18.681469,69.117805,1899.65,3.4931965,34.878185,97.431915,0.0792,0.00047709583
21134,2019-11-11 15:36:20.000004,18.681469,69.117805,1995.02,3.1574,34.8487,107.15241,0.0936,0.0007050876
21143,2019-11-21 15:41:22.000016,18.536514,69.251534,8.96,28.143372,36.18948,231.24574,0.7056,0.0013594939
21147,2019-11-21 15:41:22.000016,18.536514,69.251534,14.6,28.12019,36.181038,230.89471,0.4968,0.0010928187
21150,2019-11-21 15:41:22.000016,18.536514,69.251534,18.96,28.080229,36.18454,230.40678,0.6408,0.0012325014
21153,2019-11-21 15:41:22.000016,18.536514,69.251534,23.7,28.064777,36.202824,229.58961,0.6264,0.0012578635
21157,2019-11-21 15:41:22.000016,18.536514,69.251534,29.59,28.048588,36.206356,228.0669,0.7344,0.001232459
21161,2019-11-21 15:41:22.000016,18.536514,69.251534,34.08,28.040092,36.2062,226.49129,0.7632,0.0011689614
21163,2019-11-21 15:41:22.000016,18.536514,69.251534,37.69,28.035913,36.205326,224.82408,0.7056,0.0011308602
21170,2019-11-21 15:41:22.000016,18.536514,69.251534,49.6,27.739594,36.161747,204.41779,0.8784,0.00083886756
21174,2019-11-21 15:41:22.000016,18.536514,69.251534,55.96,27.410198,36.068115,188.52109,0.3744,0.00066123187
21182,2019-11-21 15:41:22.000016,18.536514,69.251534,68.12,26.494831,35.136234,152.3696,0.1368,0.000561699
21188,2019-11-21 15:41:22.000016,18.536514,69.251534,79.68,23.672533,35.455574,55.60358,0.1656,0.0006240436
21194,2019-11-21 15:41:22.000016,18.536514,69.251534,89.73,23.168386,35.813637,43.52264,0.1224,0.0005723522
21200,2019-11-21 15:41:22.000016,18.536514,69.251534,99.27,23.190538,35.68145,41.27543,0.1152,0.0009028238
21206,2019-11-21 15:41:22.000016,18.536514,69.251534,108.0,23.051243,35.587112,40.927628,0.0864,0.0011697185
21211,2019-11-21 15:41:22.000016,18.536514,69.251534,117.68,22.848364,35.48857,52.282597,0.0792,0.0010428695
21218,2019-11-21 15:41:22.000016,18.536514,69.251534,129.94,22.258562,35.55467,47.646465,0.072,0.0007123051
21224,2019-11-21 15:41:22.000016,18.536514,69.251534,139.75,21.865454,35.04101,43.677605,0.0648,0.00048478335
21230,2019-11-21 15:41:22.000016,18.536514,69.251534,149.58,20.646383,35.425724,18.366125,0.0576,0.0006992225
21236,2019-11-21 15:41:22.000016,18.536514,69.251534,158.7,20.062431,35.442924,10.239069,0.0648,0.00045762106
21241,2019-11-21 15:41:22.000016,18.536514,69.251534,166.07,19.598,35.60852,5.65461,0.0648,0.00038083128
21248,2019-11-21 15:41:22.000016,18.536514,69.251534,179.94,19.2143,35.80505,3.516056,0.0576,0.00036748828
21254,2019-11-21 15:41:22.000016,18.536514,69.251534,188.3,18.418604,35.774494,2.7050576,0.072,0.00051945675
21260,2019-11-21 15:41:22.000016,18.536514,69.251534,199.82,17.792982,35.7061,2.7130544,0.0864,0.00079858006
21269,2019-11-21 15:41:22.000016,18.536514,69.251534,214.62,17.032309,35.698006,2.7763789,0.0864,0.0009123526
21281,2019-11-21 15:41:22.000016,18.536514,69.251534,237.49,16.395016,35.732895,2.8018658,0.0864,0.0009117601
21293,2019-11-21 15:41:22.000016,18.536514,69.251534,259.66,15.484888,35.69437,2.8606324,0.0936,0.00094921543
21302,2019-11-21 15:41:22.000016,18.536514,69.251534,274.9,15.035543,35.68093,2.8861036,0.1008,0.00092344044
21315,2019-11-21 15:41:22.000016,18.536514,69.251534,298.84,14.49771,35.68095,2.9237475,0.0936,0.00084674306
21326,2019-11-21 15:41:22.000016,18.536514,69.251534,319.49,14.125762,35.662476,2.943693,0.0792,0.0010115271
21337,2019-11-21 15:41:22.000016,18.536514,69.251534,339.23,14.000404,35.72135,2.9625845,0.0864,0.00084616506
21348,2019-11-21 15:41:22.000016,18.536514,69.251534,359.55,14.128215,35.811115,2.9455655,0.1008,0.0007317861
21358,2019-11-21 15:41:22.000016,18.536514,69.251534,376.48,13.672544,35.743847,2.9808474,0.0864,0.00057909533
21370,2019-11-21 15:41:22.000016,18.536514,69.251534,399.51,13.352551,35.71963,3.0346715,0.0936,0.00085820444
21395,2019-11-21 15:41:22.000016,18.536514,69.251534,447.09,12.801733,35.65921,3.0969546,0.0792,0.00042597222
21422,2019-11-21 15:41:22.000016,18.536514,69.251534,498.78,12.614119,35.6956,3.1187234,0.1008,0.0005145684
21447,2019-11-21 15:41:22.000016,18.536514,69.251534,546.98,12.230125,35.673813,3.1969078,0.0936,0.00036179388
21474,2019-11-21 15:41:22.000016,18.536514,69.251534,599.55,11.872868,35.64388,3.411975,0.0936,0.0003360355
21500,2019-11-21 15:41:22.000016,18.536514,69.251534,649.3,11.599301,35.637493,3.2574124,0.0792,0.00039923334
21526,2019-11-21 15:41:22.000016,18.536514,69.251534,698.15,11.196383,35.605953,3.3275118,0.0792,0.0003861068
21552,2019-11-21 15:41:22.000016,18.536514,69.251534,749.49,10.817666,35.579544,3.3687468,0.0792,0.0015032862
